"pathway","term","SS","pval","herit","fdr"
"ARGORNPROST-PWY","Maize Genotype",0.00163265962659864,0.97038013675501,0.0218912077762825,0.977361288817996
"ARGORNPROST-PWY","GXE",0.0199754730462734,0.244311033893651,0.267837351865259,0.318172509256847
"ARGSYN-PWY","Environment",0.000239790280591236,3.78417817310291e-11,0.173105420549087,2.44516128108188e-10
"ARGSYN-PWY","Maize Genotype",6.44002233491871e-05,0.256731155891779,0.0464907406539963,0.331266007602295
"ARGSYN-PWY","GXE",0.000407955278029452,0.00733075673328195,0.294504305155265,0.0162048306735706
"ARGSYNBSUB-PWY","Environment",0.000165469414332544,1.15025018568765e-12,0.185613116497573,9.56643718789728e-12
"ARGSYNBSUB-PWY","Maize Genotype",4.86164898077901e-05,0.0935874526550435,0.0545349013459439,0.148889129223933
"ARGSYNBSUB-PWY","GXE",0.000266703526560406,0.00215227088245353,0.299171136523651,0.00551191323555172
"ARO-PWY","Environment",0.000272970441006353,3.40789074570988e-12,0.198663998039692,2.7005926664116e-11
"ARO-PWY","Maize Genotype",5.01432207574367e-05,0.579697802453001,0.0364935216924363,0.634871126545659
"ARO-PWY","GXE",0.000347919961893146,0.107278262999645,0.253211191558653,0.164741756708778
"ASPASN-PWY","Environment",0.00294139794230092,2.21171973730229e-27,0.356569974344267,4.64461144833481e-25
"ASPASN-PWY","Maize Genotype",0.000419850620263828,0.0469528101531746,0.0508962499575253,0.0817603897889368
"ASPASN-PWY","GXE",0.00170707601221773,0.0429519401020602,0.206939714319661,0.0754803968320724
"AST-PWY","Environment",0.0149737880857358,3.27956681950775e-06,0.119222361528262,1.25219824017569e-05
"AST-PWY","Maize Genotype",0.00501233934224882,0.595736943988937,0.0399086009326647,0.649894847987931
"AST-PWY","GXE",0.0342895810229586,0.141845465786127,0.273016073285167,0.205786167979874
"BIOTIN-BIOSYNTHESIS-PWY","Environment",0.000552077972745209,5.02028093786687e-26,0.34446975730348,6.62795393122871e-24
"BIOTIN-BIOSYNTHESIS-PWY","Maize Genotype",5.78303569456319e-05,0.30561241771431,0.0360833251918732,0.384303040239552
"BIOTIN-BIOSYNTHESIS-PWY","GXE",0.000358528494998743,0.0214372787336015,0.223704313078249,0.0405570138203271
"BRANCHED-CHAIN-AA-SYN-PWY","Environment",0.000405008133384443,0.000103468893843108,0.0968505373740564,0.000329219207682617
"BRANCHED-CHAIN-AA-SYN-PWY","Maize Genotype",0.000147333672971793,0.743441471999871,0.035232244057348,0.78552306475458
"BRANCHED-CHAIN-AA-SYN-PWY","GXE",0.00119047367004906,0.122981098859205,0.284680738903762,0.183163338726476
"CALVIN-PWY","Environment",0.00177211486722663,0.000314551221467829,0.100556183023128,0.000923856734381038
"CALVIN-PWY","Maize Genotype",0.000238189920983247,0.999205568399963,0.013515754385685,0.999205568399963
"CALVIN-PWY","GXE",0.00393508812390265,0.829046086945306,0.223291079442589,0.858691384752229
"CATECHOL-ORTHO-CLEAVAGE-PWY","Environment",0.0127075220396406,1.65257354361633e-07,0.122859370148997,6.94080888318857e-07
"CATECHOL-ORTHO-CLEAVAGE-PWY","Maize Genotype",0.00615971956043766,0.0858469240849363,0.0595536457170079,0.137355078535898
"CATECHOL-ORTHO-CLEAVAGE-PWY","GXE",0.0332950339238362,0.00215192757014267,0.321904371616395,0.00551191323555172
"COA-PWY","Environment",0.000202394614573677,3.94493550349814e-12,0.180648276775463,2.98535659724183e-11
"COA-PWY","Maize Genotype",5.13558008028677e-05,0.233531945577299,0.0458378644955734,0.307345155269615
"COA-PWY","GXE",0.000342743809157982,0.00186868112774235,0.305917618560491,0.00487482033324091
"COBALSYN-PWY","Environment",0.000705506737205596,4.16153314553047e-19,0.246017084755173,1.09240245070175e-17
"COBALSYN-PWY","Maize Genotype",0.000178421261633374,0.0129164503626956,0.0622172352587913,0.0263985846828816
"COBALSYN-PWY","GXE",0.000835229169937029,0.000200359506193613,0.291252563092832,0.000614240821907425
"COLANSYN-PWY","Environment",0.000133226559951795,6.92874422776013e-10,0.150798912929027,3.80401643877027e-09
"COLANSYN-PWY","Maize Genotype",5.47001272205601e-05,0.0504270686160335,0.0619149794524793,0.0869789273869982
"COLANSYN-PWY","GXE",0.00027680986848227,0.00152768514245903,0.313320611672752,0.00407382704655742
"COMPLETE-ARO-PWY","Environment",0.000244165963524923,3.5985830564767e-12,0.197614479928327,2.77321997012884e-11
"COMPLETE-ARO-PWY","Maize Genotype",4.68408986077056e-05,0.533724951167919,0.0379104428975514,0.59302772351991
"COMPLETE-ARO-PWY","GXE",0.000314560752991975,0.0980285724723387,0.254588144518459,0.154202248832892
"DAPLYSINESYN-PWY","Environment",0.00152732353414552,1.32982178663038e-10,0.173813319694578,7.86655141386986e-10
"DAPLYSINESYN-PWY","Maize Genotype",0.000118683131293587,0.995680894437163,0.0135064435142269,0.996867641629579
"DAPLYSINESYN-PWY","GXE",0.00264524607490496,0.0118100345724516,0.301035760537476,0.0247392245407963
"DENOVOPURINE2-PWY","Environment",0.00352839837467262,0.0185639817093659,0.0594504435958892,0.0357654693483196
"DENOVOPURINE2-PWY","Maize Genotype",0.00194146331527439,0.83584717831243,0.0327119681685369,0.862544999732729
"DENOVOPURINE2-PWY","GXE",0.0175114721941407,0.139924969550635,0.295053074911174,0.203703595186367
"DTDPRHAMSYN-PWY","Environment",0.000354768997568305,1.94149616590325e-12,0.190045943263003,1.59887919544974e-11
"DTDPRHAMSYN-PWY","Maize Genotype",8.98012794012652e-05,0.2134823505937,0.0481055812853322,0.286005062996345
"DTDPRHAMSYN-PWY","GXE",0.000525970435253056,0.0122832997774973,0.281756715443755,0.025476473612587
"ENTBACSYN-PWY","Environment",0.00243948987973617,0.603536971024709,0.0235035049279037,0.654156200852587
"ENTBACSYN-PWY","Maize Genotype",0.0118236334969086,0.00368788977664038,0.11391595860622,0.00885093546393691
"ENTBACSYN-PWY","GXE",0.0225207754363466,0.832726233786464,0.216978623623407,0.860784143189518
"FAO-PWY","Environment",0.00321095580055866,2.75626560898512e-05,0.112631128624323,9.60690087779045e-05
"FAO-PWY","Maize Genotype",0.000750976174713956,0.936944041477144,0.0263420923182104,0.950522940628987
"FAO-PWY","GXE",0.00699458457880504,0.503499743300971,0.245349984335514,0.566943410687421
"FASYN-ELONG-PWY","Environment",0.000482425900661419,2.32816932794813e-11,0.180932774246987,1.5899692971353e-10
"FASYN-ELONG-PWY","Maize Genotype",0.000173987875770292,0.0499789013602067,0.0652537705900511,0.0863832863015919
"FASYN-ELONG-PWY","GXE",0.000679758314155482,0.0764889022904281,0.25494186242692,0.125489605320234
"FASYN-INITIAL-PWY","Environment",0.000473894721395091,7.26579292552643e-24,0.334400853514772,5.54842368858382e-22
"FASYN-INITIAL-PWY","Maize Genotype",4.6529901341166e-05,0.4903934926554,0.0328335345805041,0.55892881116762
"FASYN-INITIAL-PWY","GXE",0.000294422734656203,0.121221041942692,0.207757565801423,0.181507442481036
"FERMENTATION-PWY","Environment",0.00124215073853695,4.82251659538415e-13,0.223709158662949,4.26411993697125e-12
"FERMENTATION-PWY","Maize Genotype",0.000253674238230648,0.386022900440332,0.0456862831928788,0.459942179248056
"FERMENTATION-PWY","GXE",0.00106127945239456,0.749012003026918,0.191134558822629,0.789422939200265
"FOLSYN-PWY","Environment",0.000327680483857736,7.92544184351351e-20,0.275702855542934,2.21912371618378e-18
"FOLSYN-PWY","Maize Genotype",4.08796437803542e-05,0.453858518135927,0.0343951961713861,0.526576181262678
"FOLSYN-PWY","GXE",0.000307491117099296,0.00865077459224493,0.258715984669897,0.0188744172921708
"GALACT-GLUCUROCAT-PWY","Environment",0.00511954516952448,4.31818739813575e-19,0.293279514211286,1.09917497407092e-17
"GALACT-GLUCUROCAT-PWY","Maize Genotype",0.000939979622172653,0.122799702259986,0.0538479020754318,0.183163338726476
"GALACT-GLUCUROCAT-PWY","GXE",0.00305454950938942,0.686871627429344,0.174983668779947,0.734996391134585
"GALACTARDEG-PWY","Environment",0.023540514718711,7.59977662064982e-10,0.165916925959925,4.09218741111914e-09
"GALACTARDEG-PWY","Maize Genotype",0.00424724958619726,0.787780953179684,0.0299352245924468,0.825107232756776
"GALACTARDEG-PWY","GXE",0.0398246006500972,0.0434125947363821,0.280689500480368,0.0759720407886686
"GALACTUROCAT-PWY","Environment",0.00969133880551518,3.33723321112264e-07,0.145667344283868,1.37415485163874e-06
"GALACTUROCAT-PWY","Maize Genotype",0.00284455221671087,0.598048189431818,0.0427555341321117,0.65072600922633
"GALACTUROCAT-PWY","GXE",0.0134329608914425,0.852338078607152,0.201906442256661,0.877406845625009
"GALLATE-DEGRADATION-I-PWY","Environment",0.00898997926272845,0.00020260116917104,0.0775998010556768,0.000618854480376995
"GALLATE-DEGRADATION-I-PWY","Maize Genotype",0.00556365556878613,0.239316030916679,0.0480244228226484,0.312636805552115
"GALLATE-DEGRADATION-I-PWY","GXE",0.0441914950678445,4.45314449578391e-05,0.38145262913286,0.000152058592538963
"GALLATE-DEGRADATION-II-PWY","Environment",0.00526025731562295,0.0102376358557118,0.0562769509760668,0.0217711749842984
"GALLATE-DEGRADATION-II-PWY","Maize Genotype",0.00319909668742091,0.689677171397097,0.0342255894803814,0.737059572485448
"GALLATE-DEGRADATION-II-PWY","GXE",0.0351000959707742,0.000424579510254607,0.375518964506886,0.00122559033887928
"GLCMANNANAUT-PWY","Environment",0.00344736820897349,0.270365473166324,0.0321831564676342,0.346728240396508
"GLCMANNANAUT-PWY","Maize Genotype",0.00430090920198012,0.633583833857101,0.0401514504427217,0.6840750905398
"GLCMANNANAUT-PWY","GXE",0.0359397215594907,0.020728011541735,0.335517882697162,0.0396506227098862
"GLUCARDEG-PWY","Environment",0.018314890884723,8.86016478664816e-08,0.135005761476021,3.77793828466216e-07
"GLUCARDEG-PWY","Maize Genotype",0.00544845773696785,0.507557492279321,0.0401625753753645,0.570747380876345
"GLUCARDEG-PWY","GXE",0.0402963512529361,0.0228150983025276,0.297039148081725,0.0428740102329378
"GLUCARGALACTSUPER-PWY","Environment",0.023540514718711,7.59977662064982e-10,0.165916925959925,4.09218741111914e-09
"GLUCARGALACTSUPER-PWY","Maize Genotype",0.00424724958619726,0.787780953179684,0.0299352245924468,0.825107232756776
"GLUCARGALACTSUPER-PWY","GXE",0.0398246006500972,0.0434125947363821,0.280689500480368,0.0759720407886686
"GLUCONEO-PWY","Environment",0.00236256218224315,4.75678356747469e-09,0.138113534587945,2.36534838679267e-08
"GLUCONEO-PWY","Maize Genotype",0.000447076587311237,0.809854541319885,0.0261357471008211,0.844017139837101
"GLUCONEO-PWY","GXE",0.00623957015072514,4.36709716392403e-05,0.364760383579777,0.000149729045620252
"GLUCOSE1PMETAB-PWY","Environment",0.00833501376821714,9.95792037311912e-08,0.143925306984197,4.22457227950508e-07
"GLUCOSE1PMETAB-PWY","Maize Genotype",0.00402687110100773,0.0750245913888904,0.0695342174008549,0.123328095433792
"GLUCOSE1PMETAB-PWY","GXE",0.0127746001398001,0.553576522498898,0.220586107935653,0.609442043118053
"GLUCUROCAT-PWY","Environment",0.00349508039337022,5.02091316387591e-18,0.278265819169537,1.08360213295923e-16
"GLUCUROCAT-PWY","Maize Genotype",0.000595133587934531,0.231267023020952,0.04738241090993,0.305447011537106
"GLUCUROCAT-PWY","GXE",0.00241371660018741,0.503258082809364,0.192171495759672,0.566943410687421
"GLUTORN-PWY","Environment",0.000951434701007684,1.23332222010563e-15,0.230748046307754,1.84998333015844e-14
"GLUTORN-PWY","Maize Genotype",0.000231417151069921,0.0823054325579675,0.0561247718155904,0.132192281737462
"GLUTORN-PWY","GXE",0.0010278588231388,0.0422038552409889,0.249282914600727,0.0746341861103803
"GLYCOCAT-PWY","Environment",0.000485956383285858,2.33514922716442e-09,0.137751437159676,1.20338978577798e-08
"GLYCOCAT-PWY","Maize Genotype",0.000226350110021153,0.0291719092694437,0.0641622458909513,0.0538558324974345
"GLYCOCAT-PWY","GXE",0.00120857257039944,9.03014405685949e-05,0.342587553554894,0.000294004690223332
"GLYCOGENSYNTH-PWY","Environment",0.00179839414763925,3.09831266133043e-06,0.103025347331043,1.1883938974966e-05
"GLYCOGENSYNTH-PWY","Maize Genotype",0.00129836717146092,0.0155606688654297,0.0743800956973631,0.0309006190235484
"GLYCOGENSYNTH-PWY","GXE",0.00582266939131609,0.000812655766736436,0.333565663134324,0.00229070753039801
"GLYCOLYSIS","Environment",0.000970928840156885,0.000307172598367603,0.0727381894688884,0.000905350816241355
"GLYCOLYSIS","Maize Genotype",0.00109245205566817,0.00510208265339638,0.0818422332557641,0.0116280912970489
"GLYCOLYSIS","GXE",0.00489965281480634,5.50993532758626e-05,0.367062816588669,0.000185877336352308
"GLYCOLYSIS-E-D","Environment",0.000197629369503561,1.64999707672992e-15,0.21755292627993,2.43157463939146e-14
"GLYCOLYSIS-E-D","Maize Genotype",2.9974202119323e-05,0.526568445945764,0.0329959833416729,0.586627976915706
"GLYCOLYSIS-E-D","GXE",0.000280228664256462,0.000476163546074626,0.308479281645489,0.00136978554350235
"GLYCOLYSIS-TCA-GLYOX-BYPASS","Environment",0.000222368798256989,3.16359856912262e-18,0.267878932724576,7.18222377854865e-17
"GLYCOLYSIS-TCA-GLYOX-BYPASS","Maize Genotype",3.17427381843292e-05,0.403854321881602,0.0382392264257628,0.47779947940922
"GLYCOLYSIS-TCA-GLYOX-BYPASS","GXE",0.00019518765366665,0.0740102845247711,0.235134878432043,0.121899292158446
"GLYOXYLATE-BYPASS","Environment",0.000628800389315704,6.12787409488576e-16,0.239123966203466,1.00929690974589e-14
"GLYOXYLATE-BYPASS","Maize Genotype",0.000153786670587914,0.0705147397090214,0.0584829132504632,0.116829154547491
"GLYOXYLATE-BYPASS","GXE",0.000607767462373975,0.117414203303566,0.231125439172261,0.178028755911544
"HEME-BIOSYNTHESIS-II","Environment",0.00110458067348713,4.21368940675628e-16,0.230086550146324,7.22346755443933e-15
"HEME-BIOSYNTHESIS-II","Maize Genotype",0.000186995675649418,0.358581412956472,0.0389516048353683,0.432149765973367
"HEME-BIOSYNTHESIS-II","GXE",0.0013549038796582,0.00387918141995996,0.282229416948112,0.00923091329395572
"HEMESYN2-PWY","Environment",0.00132389120801149,5.031009903025e-18,0.226014608455644,1.08360213295923e-16
"HEMESYN2-PWY","Maize Genotype",0.000322793574604461,0.0294274043267089,0.0551072950214741,0.0542083763913058
"HEMESYN2-PWY","GXE",0.00191669960044036,5.72794423497212e-06,0.327218813070974,2.14797908811455e-05
"HEXITOLDEGSUPER-PWY","Environment",0.00726517861256238,0.0152434298902007,0.055037992002421,0.030402328615851
"HEXITOLDEGSUPER-PWY","Maize Genotype",0.010045452913442,0.0340653001306586,0.0761002016047777,0.061405262038097
"HEXITOLDEGSUPER-PWY","GXE",0.0419049712962932,0.016432015348564,0.317454752052356,0.0323252760955357
"HISDEG-PWY","Environment",0.00426176671923524,2.0024783671601e-08,0.147743800272583,8.89273695094915e-08
"HISDEG-PWY","Maize Genotype",0.000981399437910848,0.701821446896571,0.0340224353172349,0.746317300569257
"HISDEG-PWY","GXE",0.00809299611142769,0.0603615974662718,0.280562048527171,0.102639153586373
"HISTSYN-PWY","Environment",0.000448973803578133,1.29746158292075e-10,0.160841864806788,7.72955836633639e-10
"HISTSYN-PWY","Maize Genotype",0.000132386752644455,0.212906376070391,0.0474266694434067,0.285848063220557
"HISTSYN-PWY","GXE",0.000889675294736818,0.00104396596100633,0.318720228970098,0.00286578891256639
"HOMOSER-METSYN-PWY","Environment",0.00296353678158645,9.70581271751727e-10,0.173590303944146,5.16005233083197e-09
"HOMOSER-METSYN-PWY","Maize Genotype",0.000772029212141323,0.425979982510443,0.0452219072906628,0.500452007424856
"HOMOSER-METSYN-PWY","GXE",0.00389202655605343,0.427655015891461,0.227976948699225,0.501718175068195
"HSERMETANA-PWY","Environment",0.000338259656566157,3.22598301090062e-15,0.21172207409496,4.44233726091233e-14
"HSERMETANA-PWY","Maize Genotype",7.63984478914242e-05,0.14354353629841,0.047818998012979,0.207532823563967
"HSERMETANA-PWY","GXE",0.000483961190460334,0.000594767320615499,0.302918970786832,0.00169933520175857
"ILEUSYN-PWY","Environment",0.00347274366973752,6.52750262408533e-05,0.070466176943345,0.000215870165520932
"ILEUSYN-PWY","Maize Genotype",0.00240136643960299,0.0912373260559934,0.048726634768199,0.145425718950729
"ILEUSYN-PWY","GXE",0.0232119963135597,1.00792555974619e-10,0.470999530916487,6.04755335847713e-10
"KETOGLUCONMET-PWY","Environment",0.00143938482212988,0.887025764003698,0.0154391629215097,0.908660538735496
"KETOGLUCONMET-PWY","Maize Genotype",0.00390004900327937,0.748766398147955,0.0418327962319368,0.789422939200265
"KETOGLUCONMET-PWY","GXE",0.0229237179945277,0.756224351716469,0.245884916558,0.795029355997289
"LEU-DEG2-PWY","Environment",0.000586280814492734,6.49500854574624e-15,0.215716924558964,8.39354950527206e-14
"LEU-DEG2-PWY","Maize Genotype",0.000139188910552657,0.123544409985237,0.0512133485778667,0.183352127893284
"LEU-DEG2-PWY","GXE",0.000755660212155609,0.00640284096157231,0.278038600186537,0.0142285354701607
"MET-SAM-PWY","Environment",0.00318215897589456,3.59505746935076e-07,0.140671449202845,1.4730967191486e-06
"MET-SAM-PWY","Maize Genotype",0.0012088780520835,0.314562154961244,0.0534400162858907,0.390298685623996
"MET-SAM-PWY","GXE",0.00485880712539054,0.701893651725849,0.214789847051451,0.746317300569257
"METHYLGALLATE-DEGRADATION-PWY","Environment",0.0117100234791097,0.000260013820545477,0.0762283768994163,0.00077726551337438
"METHYLGALLATE-DEGRADATION-PWY","Maize Genotype",0.00730075013889519,0.252011122370332,0.0475254668984217,0.327186001222687
"METHYLGALLATE-DEGRADATION-PWY","GXE",0.058672007558216,4.63089113336374e-05,0.381935349111113,0.000157487795628565
"NAD-BIOSYNTHESIS-II","Environment",0.0105098230124473,8.3463941431736e-13,0.200541611464543,7.08178896996547e-12
"NAD-BIOSYNTHESIS-II","Maize Genotype",0.0025145943942404,0.239214165319751,0.0479818557746816,0.312636805552115
"NAD-BIOSYNTHESIS-II","GXE",0.0135757332936619,0.0548667751213645,0.259043318645749,0.0937336786353393
"NADSYN-PWY","Environment",0.0012403971391235,0.898674744601827,0.0145114724701137,0.916124739642639
"NADSYN-PWY","Maize Genotype",0.00505139334003901,0.355327901964634,0.0590965208461301,0.430079881340479
"NADSYN-PWY","GXE",0.0211636141577055,0.694480024280446,0.247594253913443,0.740308655324333
"NAGLIPASYN-PWY","Environment",0.00106089373185341,7.4794001759342e-15,0.225149734189282,9.51923658755262e-14
"NAGLIPASYN-PWY","Maize Genotype",0.000165260617920693,0.545979124134078,0.0350726779503132,0.602400241161387
"NAGLIPASYN-PWY","GXE",0.00123859503312898,0.030392992650074,0.262862654480918,0.0556211630197433
"NONMEVIPP-PWY","Environment",0.000258080117512714,6.61981880109001e-16,0.228764790858162,1.049178828852e-14
"NONMEVIPP-PWY","Maize Genotype",6.19736660456688e-05,0.0799672955153799,0.0549340758532186,0.12892999660829
"NONMEVIPP-PWY","GXE",0.000298361087477095,0.0127951309278823,0.264470244491224,0.0262144145839539
"NONOXIPENT-PWY","Environment",0.00125970659926685,0.00487426793803319,0.0600387505711279,0.0112072765085048
"NONOXIPENT-PWY","Maize Genotype",0.000815589944715583,0.526470733561432,0.0388717509994769,0.586627976915706
"NONOXIPENT-PWY","GXE",0.00800733131835794,0.000157922133402243,0.381636619227898,0.000487700706095162
"OANTIGEN-PWY","Environment",0.000219672595830111,3.59195731851117e-12,0.179589348124839,2.77321997012884e-11
"OANTIGEN-PWY","Maize Genotype",5.53742321059669e-05,0.236661973753514,0.0452701995405702,0.310618840551488
"OANTIGEN-PWY","GXE",0.000381381688941902,0.00107266398468816,0.311791685462654,0.00292544723096771
"P105-PWY","Environment",0.000235284076681907,4.29094844347658e-14,0.217671158437344,4.25883287022958e-13
"P105-PWY","Maize Genotype",4.82807848260793e-05,0.297466228360132,0.0446665771503311,0.377449594898053
"P105-PWY","GXE",0.000271949810937835,0.0662725897900928,0.251592165600245,0.110235594898372
"P108-PWY","Environment",0.000561360611802861,0.00138506654959062,0.0658633123510667,0.00371711150688857
"P108-PWY","Maize Genotype",0.00027326294315066,0.684348183031335,0.0320613919115227,0.733230196105002
"P108-PWY","GXE",0.00344872415393851,1.2017304419086e-05,0.404631873679248,4.31390415044113e-05
"P122-PWY","Environment",0.00199049371496403,0.000188862702953515,0.0935646973147531,0.000581116009087739
"P122-PWY","Maize Genotype",0.00142776571640321,0.117778434493692,0.0671132323038065,0.17825925220667
"P122-PWY","GXE",0.00528405460399549,0.383896880494746,0.248381075459161,0.458058777863049
"P124-PWY","Environment",0.000526933969409603,0.000988815639441364,0.0859645915274556,0.00273194933451535
"P124-PWY","Maize Genotype",0.00039285962785556,0.197704027625539,0.0640915549135518,0.269159454141738
"P124-PWY","GXE",0.00135909181652882,0.755807023482033,0.221723744603356,0.795029355997289
"P125-PWY","Environment",0.0148044472564797,1.0015130342645e-08,0.140414364978807,4.65544029865978e-08
"P125-PWY","Maize Genotype",0.00964451825065793,0.00220776671989487,0.0914744658973954,0.00563685119973159
"P125-PWY","GXE",0.0287955586589409,0.0299689136803408,0.273114558973855,0.0550850929791823
"P161-PWY","Environment",0.00083880804754559,0.0210016325934172,0.0564198650190321,0.0398225087550123
"P161-PWY","Maize Genotype",0.00068678131994658,0.479606704341387,0.0461942508567465,0.549617505657251
"P161-PWY","GXE",0.00453551645917914,0.0701148029154797,0.305067681655233,0.116396115511864
"P221-PWY","Environment",0.00929326484386421,3.81555291798414e-08,0.134847386228733,1.66065515601382e-07
"P221-PWY","Maize Genotype",0.00423968653548646,0.0798986826469268,0.0615188157601002,0.12892999660829
"P221-PWY","GXE",0.0205176407729434,0.0117797882237745,0.297715633450198,0.0247375552699265
"P23-PWY","Environment",0.00229793122818904,1.1563925433552e-09,0.154802939282767,6.10924362527276e-09
"P23-PWY","Maize Genotype",0.000764367161886138,0.184594429081691,0.051492525929269,0.255782585346608
"P23-PWY","GXE",0.00440530167299016,0.0093326104142343,0.296768519022915,0.0200816689390834
"P281-PWY","Environment",0.010748743147336,3.34201014682383e-09,0.157911364013869,1.70138698383759e-08
"P281-PWY","Maize Genotype",0.00240910647353675,0.649777085213798,0.035392536976299,0.699759937922552
"P281-PWY","GXE",0.0188153851561383,0.0610874029188588,0.276419586339123,0.102832501907498
"P4-PWY","Environment",0.000176207597457885,1.39436783914518e-16,0.241273392475069,2.6619749656408e-15
"P4-PWY","Maize Genotype",2.49883341381486e-05,0.524499676405983,0.0342154381354225,0.586627976915706
"P4-PWY","GXE",0.000195786030512052,0.0121342327052324,0.268081288561695,0.0252295927534535
"P42-PWY","Environment",0.000723662979456756,2.48319530297618e-09,0.16043819971526,1.27188052103658e-08
"P42-PWY","Maize Genotype",0.000190398763635312,0.45974088451444,0.0422119629341715,0.529960333058064
"P42-PWY","GXE",0.0011972625012228,0.0985995291915916,0.265436599267482,0.154568225348533
"P441-PWY","Environment",0.00169660664607998,0.479075500362795,0.0258001881974561,0.549617505657251
"P441-PWY","Maize Genotype",0.00312371407144541,0.481176273135682,0.0475021190707596,0.550664944732933
"P441-PWY","GXE",0.020830648659268,0.0637509241412428,0.316770335024885,0.106462775901877
"P461-PWY","Environment",0.00638134491204876,0.334026587472299,0.0308313825947885,0.409609245951432
"P461-PWY","Maize Genotype",0.0133951672097722,0.171342725958429,0.0647185712193481,0.242302844789698
"P461-PWY","GXE",0.0600251816308539,0.167376948290611,0.290010862238187,0.237494318520462
"P562-PWY","Environment",0.00860771375025474,3.78260348309639e-16,0.219176732291117,6.61955609541869e-15
"P562-PWY","Maize Genotype",0.00190559254561843,0.116213128700123,0.048521774694773,0.177039321310938
"P562-PWY","GXE",0.0120225473830968,0.000265175903303967,0.306128052778742,0.000789885669416072
"PANTO-PWY","Environment",0.000927397016876003,1.67639343599921e-05,0.0897395741436912,5.96682409423448e-05
"PANTO-PWY","Maize Genotype",0.000276800417451039,0.796994359800405,0.026784592933593,0.833717636652977
"PANTO-PWY","GXE",0.00422998875995336,2.23089979974223e-06,0.40931487059287,8.71607363620219e-06
"PANTOSYN-PWY","Environment",0.00036278487660431,1.14016358254022e-13,0.213620632076308,1.07610944868964e-12
"PANTOSYN-PWY","Maize Genotype",7.56933254768847e-05,0.311981863745258,0.0445709208820358,0.38954166287566
"PANTOSYN-PWY","GXE",0.000424586347244256,0.0810120920003354,0.25001153498528,0.130364285977551
"PENTOSE-P-PWY","Environment",0.000857140544904007,3.68327823946792e-07,0.136801615756315,1.49466363340727e-06
"PENTOSE-P-PWY","Maize Genotype",0.000175886716647686,0.886282778288441,0.0280719272592236,0.908660538735496
"PENTOSE-P-PWY","GXE",0.00162619391458869,0.242028013587121,0.259544314373479,0.315688713374506
"PEPTIDOGLYCANSYN-PWY","Environment",0.000758921719153709,0.000256008722875353,0.0750089282465159,0.00076802616862606
"PEPTIDOGLYCANSYN-PWY","Maize Genotype",0.000344373424674222,0.598997415248171,0.0340365558785174,0.650915690567224
"PEPTIDOGLYCANSYN-PWY","GXE",0.00409953515696698,5.99874936623342e-06,0.405182419572743,2.23953309672714e-05
"PHOSLIPSYN-PWY","Environment",0.000151303241876692,8.83350926701473e-15,0.21808292779831,1.05005698421514e-13
"PHOSLIPSYN-PWY","Maize Genotype",3.54042351001224e-05,0.139459451181275,0.0510303622799228,0.203703595186367
