"pathway","term","SS","pval","herit","fdr"
"AST-PWY","Environment",0.0316572192201269,0.0149179683246819,0.0677207087808966,0.0491740437369144
"AST-PWY","Maize Genotype",0.0172567818508556,0.864221527398168,0.0369154817449746,0.901356046153558
"AST-PWY","GXE",0.0972438833516454,0.857004656307519,0.20802284178496,0.896882382428604
"BIOTIN-BIOSYNTHESIS-PWY","Environment",0.0275444810832363,4.18253218784186e-07,0.122627448370063,6.9796005884611e-06
"BIOTIN-BIOSYNTHESIS-PWY","Maize Genotype",0.00761025195901454,0.711526237657021,0.0338806810833402,0.783951191696387
"BIOTIN-BIOSYNTHESIS-PWY","GXE",0.0743319593900411,0.000932172360189693,0.330924314195753,0.00501120845981171
"BRANCHED-CHAIN-AA-SYN-PWY","Environment",1.02126989467341,0.0129089790019614,0.0606539119049551,0.0432862338930553
"BRANCHED-CHAIN-AA-SYN-PWY","Maize Genotype",0.947287549044081,0.339301412668729,0.0562600502061747,0.48445709723289
"BRANCHED-CHAIN-AA-SYN-PWY","GXE",4.71832491118508,0.106182602355643,0.280224517529222,0.214778445673915
"CALVIN-PWY","Environment",0.0915523221391562,0.675273052840199,0.0179602892804095,0.757554223144257
"CALVIN-PWY","Maize Genotype",0.220399140103791,0.595652326184081,0.043236831365139,0.702676750034534
"CALVIN-PWY","GXE",1.81552663357558,0.0025842499137856,0.356161184920502,0.011896460810013
"CATECHOL-ORTHO-CLEAVAGE-PWY","Environment",0.0306712400139809,0.000265664601300341,0.0945405342684322,0.00177331121367978
"CATECHOL-ORTHO-CLEAVAGE-PWY","Maize Genotype",0.0140293674784412,0.6505944153386,0.0432438954621794,0.743403889709298
"CATECHOL-ORTHO-CLEAVAGE-PWY","GXE",0.0804581388750801,0.318698737940369,0.248002866269068,0.464141252891337
"COA-PWY","Environment",74.5201341304335,0.0019025884756407,0.0803276678627809,0.00940724301844571
"COA-PWY","Maize Genotype",52.3303807692966,0.386107255151877,0.0564086135192852,0.523302726525641
"COA-PWY","GXE",215.767261464484,0.507931135848741,0.232582524398633,0.621149373763117
"COBALSYN-PWY","Environment",0.0544345380392373,1.55287394531784e-13,0.205716490076304,1.13077457290872e-11
"COBALSYN-PWY","Maize Genotype",0.0224723808090617,0.00460888103055271,0.0849265828317673,0.0188352740075139
"COBALSYN-PWY","GXE",0.0648302823929333,0.025134271315082,0.245003606624099,0.0713920259694351
"COLANSYN-PWY","Environment",5.08547947229466,0.00895670415385438,0.0657890879734843,0.0332535678651567
"COLANSYN-PWY","Maize Genotype",3.25037529187958,0.689983641833073,0.0420489802759575,0.768674404879404
"COLANSYN-PWY","GXE",20.9099984869834,0.188998688119308,0.27050541398899,0.334929091114083
"COMPLETE-ARO-PWY","Environment",8.88832143603093,0.0808419823430613,0.0476464159001609,0.172219223023383
"COMPLETE-ARO-PWY","Maize Genotype",9.86102972968342,0.499096235744169,0.0528606809604937,0.612046931758945
"COMPLETE-ARO-PWY","GXE",45.9929336338818,0.457211044128205,0.246548064239113,0.580022783333369
"DAPLYSINESYN-PWY","Environment",0.0335559290005218,0.0136762262908169,0.0492302508818889,0.0456444052456014
"DAPLYSINESYN-PWY","Maize Genotype",0.0223662502816552,0.705872523095595,0.0328137573731272,0.779867435861478
"DAPLYSINESYN-PWY","GXE",0.289388693634652,8.34004144339705e-07,0.42456514882346,1.17199529757211e-05
"DENOVOPURINE2-PWY","Environment",0.0262672149101825,0.254986876658332,0.0336074176271844,0.40524700040342
"DENOVOPURINE2-PWY","Maize Genotype",0.0478607983293929,0.300202504597969,0.0612351877778572,0.445300381820321
"DENOVOPURINE2-PWY","GXE",0.213138673803393,0.202937392287679,0.272698892802605,0.352609221740631
"DTDPRHAMSYN-PWY","Environment",0.0233805999628648,0.350129746287407,0.0235198112188917,0.496378631462323
"DTDPRHAMSYN-PWY","Maize Genotype",0.0350091331519312,0.654088441532585,0.0352175822681315,0.743641218873968
"DTDPRHAMSYN-PWY","GXE",0.436716166776562,5.0372583986959e-07,0.439316433929705,7.75931534106811e-06
"ENTBACSYN-PWY","Environment",0.0132327901311429,0.0458601352433114,0.0532387306187984,0.111653399179004
"ENTBACSYN-PWY","Maize Genotype",0.0191765596333771,0.125416802224973,0.0771519598209261,0.244425446672027
"ENTBACSYN-PWY","GXE",0.0544796595104872,0.692052260937476,0.219184910222118,0.769908140292943
"FAO-PWY","Environment",0.0804831241824434,1.35610615445767e-09,0.163708043585222,3.96601481044377e-08
"FAO-PWY","Maize Genotype",0.0149553465307475,0.807993148487805,0.0304201725089318,0.861787632408431
"FAO-PWY","GXE",0.141498002844165,0.0122176379259646,0.287816377062156,0.0420473052427113
"FASYN-ELONG-PWY","Environment",0.0461547118216172,0.00336996912403533,0.087143377766832,0.0148315674085291
"FASYN-ELONG-PWY","Maize Genotype",0.0362770666364949,0.332262172256667,0.0684936813037574,0.47883310969039
"FASYN-ELONG-PWY","GXE",0.0610043686408241,0.999989953334483,0.115180585731759,0.999999998910126
"FASYN-INITIAL-PWY","Environment",0.0482479680208065,1.14169283384143e-11,0.187348291889882,6.09663973271321e-10
"FASYN-INITIAL-PWY","Maize Genotype",0.0129959592202983,0.240008668746852,0.0504636953901039,0.390745820459815
"FASYN-INITIAL-PWY","GXE",0.0699437650303803,0.0128725792112993,0.271593715638721,0.0432862338930553
"FERMENTATION-PWY","Environment",0.0356225241170429,6.73142230794851e-15,0.221293358786633,6.05667565434181e-13
"FERMENTATION-PWY","Maize Genotype",0.0109702566112063,0.0268855605886103,0.0681491554127029,0.0737793409518503
"FERMENTATION-PWY","GXE",0.0415231015793514,0.00830249160181964,0.257948779416701,0.0313693196842336
"FOLSYN-PWY","Environment",0.0208600444056891,0.012506868006638,0.052277229834928,0.042629792652413
"FOLSYN-PWY","Maize Genotype",0.0212868373331206,0.237538127242217,0.0533468129827554,0.389893524428312
"FOLSYN-PWY","GXE",0.150477215929257,6.76609944931355e-05,0.377110031458439,0.000536598580089124
"GALACT-GLUCUROCAT-PWY","Environment",0.0419452713814173,1.87435465834605e-05,0.113108733379206,0.000166817564592799
"GALACT-GLUCUROCAT-PWY","Maize Genotype",0.017201817810876,0.54769350095054,0.0463860587935075,0.65871245384592
"GALACT-GLUCUROCAT-PWY","GXE",0.0898269323434858,0.313436371779896,0.242225409589614,0.458980866171291
"GALACTARDEG-PWY","Environment",0.0265628311151694,0.0567886801564517,0.0550616317987867,0.132231781410808
"GALACTARDEG-PWY","Maize Genotype",0.0165568170587417,0.908414924787495,0.034320338848508,0.93342680175729
"GALACTARDEG-PWY","GXE",0.101138977304361,0.870475810984703,0.209649231465328,0.905520941037334
"GALACTUROCAT-PWY","Environment",0.0891344771663492,6.02200774457031e-16,0.265704750233384,8.03938033900136e-14
"GALACTUROCAT-PWY","Maize Genotype",0.0124642441633045,0.60710986182406,0.0371551950215402,0.713498485510035
"GALACTUROCAT-PWY","GXE",0.0640923651141439,0.457645941406603,0.191055654398898,0.580022783333369
"GALLATE-DEGRADATION-I-PWY","Environment",0.0087619067157005,0.0433261998302564,0.0445143578201814,0.106454865227102
"GALLATE-DEGRADATION-I-PWY","Maize Genotype",0.0160551732123463,0.0255126647667386,0.081567374365984,0.0722107578733486
"GALLATE-DEGRADATION-I-PWY","GXE",0.0660961683542556,0.00177924119590851,0.335797741762314,0.00885200122933366
"GLCMANNANAUT-PWY","Environment",0.0253069619871666,0.00367034248461384,0.0824989308902803,0.0158061523127725
"GLCMANNANAUT-PWY","Maize Genotype",0.0116445681155691,0.856518569571678,0.037960479835575,0.896882382428604
"GLCMANNANAUT-PWY","GXE",0.0559300740474773,0.965548718095604,0.182328140211811,0.980233869701621
"GLUCARDEG-PWY","Environment",0.0264103374915806,0.0446661110991017,0.0572995277720354,0.109411483151011
"GLUCARDEG-PWY","Maize Genotype",0.0195619048051084,0.780592627397261,0.0424412564970649,0.83814302217856
"GLUCARDEG-PWY","GXE",0.0938713496065743,0.893728339411333,0.20366207003205,0.924904909390799
"GLUCARGALACTSUPER-PWY","Environment",0.0265628311151694,0.0567886801564517,0.0550616317987867,0.132231781410808
"GLUCARGALACTSUPER-PWY","Maize Genotype",0.0165568170587417,0.908414924787495,0.034320338848508,0.93342680175729
"GLUCARGALACTSUPER-PWY","GXE",0.101138977304361,0.870475810984703,0.209649231465328,0.905520941037334
"GLUCONEO-PWY","Environment",0.0228145239580907,0.369100121481468,0.0229705770567643,0.512048879380813
"GLUCONEO-PWY","Maize Genotype",0.035233494070491,0.646953804819687,0.0354744938799499,0.74292706362091
"GLUCONEO-PWY","GXE",0.436514641568096,5.00665133628265e-07,0.439500435291349,7.75931534106811e-06
"GLUCOSE1PMETAB-PWY","Environment",0.0234121792602039,4.59556672542321e-05,0.10097572179673,0.000383442598652499
"GLUCOSE1PMETAB-PWY","Maize Genotype",0.0172964427160396,0.0714662797690528,0.0745988132226817,0.159012472486142
"GLUCOSE1PMETAB-PWY","GXE",0.0590381199925895,0.151825147480369,0.25462887130319,0.283477722917892
"GLUCUROCAT-PWY","Environment",0.0369241115218031,1.25227786506547e-06,0.127062597358615,1.59218185701181e-05
"GLUCUROCAT-PWY","Maize Genotype",0.0146650860650906,0.388359310015161,0.0504652339384724,0.525465890746865
"GLUCUROCAT-PWY","GXE",0.0747140065087019,0.130196099254411,0.25710451341418,0.2488951682644
"GLUTORN-PWY","Environment",0.563401510124174,0.090547861962908,0.0404184662251434,0.189370332721382
"GLUTORN-PWY","Maize Genotype",0.720944764793032,0.366451481804719,0.0517206310284094,0.509596591884688
"GLUTORN-PWY","GXE",4.73549770071858,0.00379334395768889,0.33972495713324,0.0160765529635386
"GLYCOCAT-PWY","Environment",0.0138796191912307,0.755476805799535,0.0230387417544888,0.817752596547875
"GLYCOCAT-PWY","Maize Genotype",0.0168655321601863,0.98809434782559,0.0279950504864033,0.994300970613439
"GLYCOCAT-PWY","GXE",0.0596747977344185,0.99999999070495,0.0990540327736982,0.999999998910126
"GLYCOGENSYNTH-PWY","Environment",0.0174284716686346,0.190620949125903,0.029602753436151,0.335592834553064
"GLYCOGENSYNTH-PWY","Maize Genotype",0.054830208799001,0.00431666382808983,0.0931306647415668,0.0177315268015382
"GLYCOGENSYNTH-PWY","GXE",0.218565454582334,5.82891426922408e-05,0.371239623569814,0.000471612154509948
"GLYCOLYSIS","Environment",2.69085932569188,0.15688602878051,0.0394721779765242,0.289552325007347
"GLYCOLYSIS","Maize Genotype",3.71647421269767,0.43643854464211,0.054516908471626,0.559983514792907
"GLYCOLYSIS","GXE",18.3171376321872,0.239545535016889,0.26869383684793,0.390745820459815
"GLYCOLYSIS-E-D","Environment",0.518959359558703,2.31483618668332e-06,0.107133193946704,2.80936937202021e-05
"GLYCOLYSIS-E-D","Maize Genotype",0.162733208950265,0.685872452563711,0.033594400245259,0.765158543876787
"GLYCOLYSIS-E-D","GXE",1.76681733269802,5.13286843693584e-05,0.36473912742087,0.000419533430406695
"GLYCOLYSIS-TCA-GLYOX-BYPASS","Environment",0.149486687162156,0.000345577832551915,0.0709803215553522,0.00212929110672372
"GLYCOLYSIS-TCA-GLYOX-BYPASS","Maize Genotype",0.196852737198023,0.00192040050457449,0.0934710030078466,0.00943706014824643
"GLYCOLYSIS-TCA-GLYOX-BYPASS","GXE",0.765812301922063,1.73473571820082e-05,0.363628390416518,0.000156126214638073
"GLYOXYLATE-BYPASS","Environment",0.0695133650987888,2.86664793814118e-08,0.132784598291877,6.37829166236412e-07
"GLYOXYLATE-BYPASS","Maize Genotype",0.0554682752134506,0.000542451797886822,0.105955633592102,0.00312592726695931
"GLYOXYLATE-BYPASS","GXE",0.145648107846353,0.00703239224260173,0.278217368197687,0.0269738908384665
"HEME-BIOSYNTHESIS-II","Environment",0.0231022701638677,0.000869505865064696,0.0872868390827713,0.00477037121860837
"HEME-BIOSYNTHESIS-II","Maize Genotype",0.010707039761447,0.740787518528678,0.0404541913015961,0.807307214070028
"HEME-BIOSYNTHESIS-II","GXE",0.0634610391725562,0.448706410042023,0.239773557965915,0.570498149910572
"HEMESYN2-PWY","Environment",1.05164354086208,0.332573465662481,0.0338346443081105,0.47883310969039
"HEMESYN2-PWY","Maize Genotype",1.83879571032221,0.460122922059966,0.0591597783817805,0.58132249301267
"HEMESYN2-PWY","GXE",6.24344057707157,0.917470499267607,0.200870906325232,0.938561775112839
"HEXITOLDEGSUPER-PWY","Environment",0.034170847005684,0.00021555161371286,0.0931046978648226,0.00147569950926497
"HEXITOLDEGSUPER-PWY","Maize Genotype",0.0215811515080808,0.277693415016817,0.0588017789082193,0.425301004643347
"HEXITOLDEGSUPER-PWY","GXE",0.0932109161563506,0.21660265113672,0.253970122104283,0.367582041441765
"HISDEG-PWY","Environment",0.0199916193575224,0.238770263427665,0.0375789762788691,0.390745820459815
"HISDEG-PWY","Maize Genotype",0.0453789401296977,0.101175812956565,0.0853004493631711,0.20673935249543
"HISDEG-PWY","GXE",0.0989720191928818,0.952670101784146,0.186041315363561,0.96949300615151
"HISTSYN-PWY","Environment",9.87430372379506,0.0151675101213088,0.0605586084534884,0.0495702931348718
"HISTSYN-PWY","Maize Genotype",11.1485018694333,0.173771636733805,0.0683732016392257,0.313493425729229
"HISTSYN-PWY","GXE",41.5656825226798,0.272760941385571,0.254920241811798,0.418783952822058
"HOMOSER-METSYN-PWY","Environment",0.0225664191475763,0.00299462942872692,0.0679107558626968,0.0134758324292712
"HOMOSER-METSYN-PWY","Maize Genotype",0.0174688579266625,0.334070490367295,0.0525702965144619,0.479552800688536
"HOMOSER-METSYN-PWY","GXE",0.105974310114773,0.00854003947601413,0.318916149472258,0.0321153597196588
"HSERMETANA-PWY","Environment",0.105505202235102,1.7669522095161e-13,0.198336976007388,1.179440599852e-11
"HSERMETANA-PWY","Maize Genotype",0.0196326963897225,0.483308846289039,0.0369070865731511,0.601134139561367
"HSERMETANA-PWY","GXE",0.167652681745192,0.000166553168674964,0.315166695219201,0.00118061139919156
"ILEUSYN-PWY","Environment",0.012002238364445,0.403185055723915,0.0314384433840245,0.532828340102109
"ILEUSYN-PWY","Maize Genotype",0.0163486375512666,0.795512143404155,0.0428233218217043,0.851878645543754
"ILEUSYN-PWY","GXE",0.0797530362133921,0.896762982571539,0.208903642601063,0.925653542577066
"LEU-DEG2-PWY","Environment",0.0353468231615137,2.36486967477854e-13,0.201784288737572,1.45712354576739e-11
"LEU-DEG2-PWY","Maize Genotype",0.0150977530445678,0.00372254356888751,0.0861884912743925,0.0158833160660281
"LEU-DEG2-PWY","GXE",0.0438319077492463,0.0175096070662023,0.250223062162562,0.0552173041733388
"MET-SAM-PWY","Environment",0.0258859638406444,0.271046881181753,0.0260421947706409,0.418783952822058
"MET-SAM-PWY","Maize Genotype",0.0706709890678005,0.0418760328791071,0.0710975134349751,0.104820944800515
"MET-SAM-PWY","GXE",0.39933654476027,6.12626470729121e-06,0.401746681780996,6.37290653316916e-05
"METHYLGALLATE-DEGRADATION-PWY","Environment",0.011485499934365,0.0527429372735889,0.0432560357420162,0.124991398686819
"METHYLGALLATE-DEGRADATION-PWY","Maize Genotype",0.0218289873729521,0.0256542646891099,0.0822110890611957,0.0723558662534403
"METHYLGALLATE-DEGRADATION-PWY","GXE",0.0880967309230197,0.00258283764229084,0.331784890804722,0.011896460810013
"NAD-BIOSYNTHESIS-II","Environment",0.0358811685442612,0.000306151886349613,0.088571898348358,0.00199372082086212
"NAD-BIOSYNTHESIS-II","Maize Genotype",0.0197451930797501,0.461757570835767,0.0487405874803384,0.582468998802283
"NAD-BIOSYNTHESIS-II","GXE",0.113463166537537,0.0756781322827814,0.280081403715957,0.164723325974206
"NAGLIPASYN-PWY","Environment",0.0233223097166618,0.00208698861223765,0.0748810802062325,0.00995508098134351
"NAGLIPASYN-PWY","Maize Genotype",0.0266726625886142,0.0372305144073951,0.0856380783411393,0.095889524245413
"NAGLIPASYN-PWY","GXE",0.0765131950717775,0.272915384985161,0.245661376021935,0.418783952822058
"NONMEVIPP-PWY","Environment",0.0805466280872418,0.0806053718183592,0.0383095338031086,0.172173074204015
"NONMEVIPP-PWY","Maize Genotype",0.089396542756749,0.497919691763739,0.0425187243457455,0.611708087580912
"NONMEVIPP-PWY","GXE",0.829481241399958,3.20252207917065e-05,0.39451731762176,0.000278828281023444
"NONOXIPENT-PWY","Environment",0.489566776986635,0.224160087711254,0.0338214455431437,0.376502051476813
"NONOXIPENT-PWY","Maize Genotype",0.613041476844544,0.662676743105626,0.0423516257626938,0.745926714745311
"NONOXIPENT-PWY","GXE",4.55962883933684,0.0323671585430883,0.314999394844124,0.0847257973627899
"OANTIGEN-PWY","Environment",47.0321197987136,0.058944253588574,0.0512409458818772,0.136457650648693
"OANTIGEN-PWY","Maize Genotype",53.0998911342755,0.403970313724223,0.0578517119702395,0.532828340102109
"OANTIGEN-PWY","GXE",214.521346224075,0.584993646892213,0.233718504277919,0.69625544006042
"P105-PWY","Environment",31.5391137254555,1.53861858680318e-09,0.159180789173393,4.10811162676448e-08
"P105-PWY","Maize Genotype",12.1706305682397,0.111457927233907,0.0614262846906375,0.221533001772604
"P105-PWY","GXE",54.0738412946893,0.0189097246440307,0.272915618550761,0.0582564978456486
"P108-PWY","Environment",262.236492554562,7.39672104203413e-05,0.0962957469610596,0.000575220733463042
"P108-PWY","Maize Genotype",165.650686386533,0.196424663190323,0.06082851560747,0.344280427167283
"P108-PWY","GXE",761.050204093134,0.0537032137247145,0.279464910333816,0.126518453510283
"P122-PWY","Environment",0.0560864539907183,0.0152198710412899,0.0672429034082159,0.0495702931348718
"P122-PWY","Maize Genotype",0.0584690881923874,0.244198856567935,0.0700994798198118,0.393567976078302
"P122-PWY","GXE",0.148595850681351,0.967354654366658,0.178153827230392,0.980824149554042
"P124-PWY","Environment",0.0585008396855181,0.00597857358745548,0.0646306299662906,0.0234746933507443
"P124-PWY","Maize Genotype",0.055839000684552,0.208645601204182,0.0616898801851577,0.357869650031156
"P124-PWY","GXE",0.266282079227112,0.0409169514941229,0.294183444574425,0.103064396688027
"P125-PWY","Environment",0.0341448906219598,0.00644079600394245,0.0628186884976704,0.0250440660153296
"P125-PWY","Maize Genotype",0.0356374301483717,0.144736511308746,0.0655646154540105,0.274935955420827
"P125-PWY","GXE",0.164715755481807,0.0219651441542345,0.303038830870215,0.0640115532113105
"P161-PWY","Environment",0.00768823324953333,0.199320183545142,0.0346113654658314,0.347077102216649
"P161-PWY","Maize Genotype",0.027777380517426,0.00104062092227527,0.12504993508495,0.00552011495855957
"P161-PWY","GXE",0.0534136939009334,0.332971338448873,0.240461081302062,0.47883310969039
"P221-PWY","Environment",0.0180402498799536,1.39829518929169e-06,0.119483124116395,1.75000714512156e-05
"P221-PWY","Maize Genotype",0.0093151724227654,0.144847656913345,0.0616957032281284,0.274935955420827
"P221-PWY","GXE",0.0428363811517225,0.0235647412265621,0.283711405324593,0.0676536119085169
"P23-PWY","Environment",0.120944515020429,0.00100474501059569,0.079804237624505,0.00536533835658098
"P23-PWY","Maize Genotype",0.0495507411765122,0.842518974948066,0.0326956466165729,0.891489694760107
"P23-PWY","GXE",0.456054931777367,0.0359853094905276,0.30092407364849,0.0930997721018454
"P281-PWY","Environment",0.0332876904993746,0.000579227949957831,0.0851109091368299,0.00331401134225873
"P281-PWY","Maize Genotype",0.0234512022558641,0.256767494448237,0.0599606976154074,0.406463958602841
"P281-PWY","GXE",0.102370304797507,0.168882118589857,0.261743292467043,0.306745072540761
"P4-PWY","Environment",1.3658746789408,3.64197201876705e-06,0.105355339268254,3.94218863112487e-05
"P4-PWY","Maize Genotype",0.927577573265443,0.0394661643618002,0.0715477425826417,0.100676425649051
"P4-PWY","GXE",4.18715877870315,0.000927598177822829,0.322972188079811,0.00501120845981171
"P42-PWY","Environment",10.3770881351981,0.000156915063174789,0.0903586005000957,0.00113233302345051
"P42-PWY","Maize Genotype",6.46919089582756,0.264107676516266,0.0563305455344655,0.411949945565804
"P42-PWY","GXE",33.5174288960393,0.0305011167739741,0.291853353074539,0.0817103496185727
"P441-PWY","Environment",0.0218006442654252,0.00147145128775379,0.0916738003428661,0.0075072132579031
"P441-PWY","Maize Genotype",0.00624471097442878,0.975445972707165,0.0262596086656305,0.984272687521725
"P441-PWY","GXE",0.0431815677115368,0.968813624144352,0.181582634379185,0.981061583994471
"P461-PWY","Environment",0.0200045356053386,0.00197626407673246,0.0832006224229713,0.00964896466020098
"P461-PWY","Maize Genotype",0.00781646791199015,0.903335978371698,0.0325093772860795,0.931238247973912
"P461-PWY","GXE",0.0549102001195378,0.628485592906237,0.228376350116133,0.729589796982458
"P562-PWY","Environment",0.0194018188755913,0.00383732725157164,0.0642697927236017,0.0161773638342573
"P562-PWY","Maize Genotype",0.00760094019484709,0.930280216798969,0.0251786110343444,0.94924134223691
"P562-PWY","GXE",0.110051142925343,0.000474375732031267,0.364551601587493,0.00281462934338552
"PANTO-PWY","Environment",0.0478294611874601,1.4705076270696e-05,0.0975176122779826,0.000136962396428227
"PANTO-PWY","Maize Genotype",0.0161135706207811,0.729807704769375,0.0328533270749703,0.799693531491477
"PANTO-PWY","GXE",0.177748667240084,0.000108249196523812,0.362404785345798,0.000788250967414301
"PANTOSYN-PWY","Environment",0.244780216363523,0.0473327581358996,0.0457166239345961,0.114889512929865
"PANTOSYN-PWY","Maize Genotype",0.27023306669143,0.381282287427574,0.0504703511916078,0.521172546466701
"PANTOSYN-PWY","GXE",1.83094243142207,0.00279198508295011,0.341957809445304,0.0127067048377445
"PENTOSE-P-PWY","Environment",0.0428971827437383,0.53313211881688,0.0196672208393967,0.644100795131705
"PENTOSE-P-PWY","Maize Genotype",0.0940221965202686,0.486637170446043,0.0431066840406717,0.604335462832993
"PENTOSE-P-PWY","GXE",0.8955283352736,1.2833630565767e-05,0.410575996166884,0.000120938095096228
"PEPTIDOGLYCANSYN-PWY","Environment",26.5950698642195,0.0107936554396661,0.064896997776732,0.0377542271055568
"PEPTIDOGLYCANSYN-PWY","Maize Genotype",19.1435531717876,0.594818196033888,0.0467138884752356,0.702676750034534
"PEPTIDOGLYCANSYN-PWY","GXE",106.2952013274,0.278819555139676,0.259380384388548,0.425776247109621
"PHOSLIPSYN-PWY","Environment",0.441315993612124,0.160889681228298,0.0353046012126569,0.295579437302447
"PHOSLIPSYN-PWY","Maize Genotype",0.560421201765583,0.539655807435309,0.0448328348073453,0.65100045445133
"PHOSLIPSYN-PWY","GXE",4.32222656011608,0.00335114066682218,0.345771481805321,0.0148315674085291
"POLYAMINSYN3-PWY","Environment",0.0303091444314016,0.000860169754434457,0.0802610434078212,0.0047516963676
"POLYAMINSYN3-PWY","Maize Genotype",0.0119039979136637,0.858484450913296,0.0315227404533833,0.896882382428604
"POLYAMINSYN3-PWY","GXE",0.116029004870121,0.0243606041729878,0.30725410337874,0.0696887283662973
"POLYAMSYN-PWY","Environment",0.0169734578763006,9.36377058642483e-07,0.123074328811289,1.2712508880892e-05
"POLYAMSYN-PWY","Maize Genotype",0.00477186332737625,0.736704334341509,0.0346007207533151,0.803951187748703
"POLYAMSYN-PWY","GXE",0.0419118123439919,0.00963593312216925,0.303902022268767,0.0352437553920437
"POLYISOPRENSYN-PWY","Environment",44.200935567595,0.0801700357924744,0.046054579560043,0.172173074204015
"POLYISOPRENSYN-PWY","Maize Genotype",62.067306327496,0.241917157271305,0.0646702080087387,0.393031988874373
"POLYISOPRENSYN-PWY","GXE",248.864045966101,0.282214915348184,0.25930059754171,0.428132854533892
"PPGPPMET-PWY","Environment",0.0245108802230478,0.0504341549524391,0.0494395421217113,0.120590322737026
"PPGPPMET-PWY","Maize Genotype",0.0332648892795779,0.187598992160368,0.0670967700770421,0.333926206045454
"PPGPPMET-PWY","GXE",0.133099722241162,0.184244469306057,0.2684680951581,0.328685567737532
"PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY","Environment",0.0124993563212623,2.33968861066395e-11,0.195133711873179,1.17130661071364e-09
"PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY","Maize Genotype",0.00295772803706129,0.40444398349823,0.0461745737739602,0.532828340102109
"PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY","GXE",0.0149846800247297,0.155005895089758,0.233933344990208,0.287848747935806
"PRPP-PWY","Environment",0.0177916795071581,0.776380628778878,0.0167057810350644,0.835861402757905
"PRPP-PWY","Maize Genotype",0.0688289184675346,0.25784052790481,0.0646280099827741,0.406795492710884
"PRPP-PWY","GXE",0.296714101180962,0.188516073363264,0.27860443430036,0.334814578190631
